@examples
dim 36
format xy
0.166666666666667+0.00000000000000i -0.0965883608694724 - 0.135825131409200i 0.0462140986730540+0.160131305064360i 0.166316767688411+0.0107940059040571i -0.139483266578260 - 0.0912260715060986i 0.104403322012286+0.129914295328022i -0.0965883608694724+0.135825131409200i 0.166666666666667+0.00000000000000i -0.157281597557902 - 0.0551387055289839i -0.105182167478896+0.129284528936061i 0.155179519426648 - 0.0608037377822475i -0.166378631864140+0.00979431655577718i 0.0462140986730540 - 0.160131305064360i -0.157281597557902+0.0551387055289839i 0.166666666666667+0.00000000000000i 0.0564878265913482 - 0.156802114860622i -0.126325459986323+0.108718241050073i 0.153769506495980 - 0.0642862088613149i 0.166316767688411 - 0.0107940059040571i -0.105182167478896 - 0.129284528936061i 0.0564878265913482+0.156802114860622i 0.166666666666667+0.00000000000000i -0.145098604790148 - 0.0820010528330597i 0.112597912342847+0.122879973607623i -0.139483266578260+0.0912260715060986i 0.155179519426648+0.0608037377822475i -0.126325459986323 - 0.108718241050073i -0.145098604790148+0.0820010528330597i 0.166666666666667+0.00000000000000i -0.158484523146925 - 0.0515793922091898i 0.104403322012286 - 0.129914295328022i -0.166378631864140 - 0.00979431655577718i 0.153769506495980+0.0642862088613149i 0.112597912342847 - 0.122879973607623i -0.158484523146925+0.0515793922091898i 0.166666666666667+0.00000000000000i -7.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.153439667871593+0.0650695481867902i 0.0223149635762600+0.165166038211153i 0.0328552125852760+0.163396183504249i -0.126285691823678 - 0.108764432690070i 0.0397936933819988 - 0.161846346096528i 0.153439667871593 - 0.0650695481867902i 0.166666666666667+0.00000000000000i 0.0850276804914592+0.143345984694445i 0.0940404524580159+0.137601493739238i -0.158726922625770 - 0.0508285531127019i -0.0265520251215964 - 0.164538043441995i 0.0223149635762600 - 0.165166038211153i 0.0850276804914592 - 0.143345984694445i 0.166666666666667+0.00000000000000i 0.166323978962100 - 0.0106823124833882i -0.124693506353704+0.110586198284400i -0.155061149791983 - 0.0611049719987335i 0.0328552125852760 - 0.163396183504249i 0.0940404524580159 - 0.137601493739238i 0.166323978962100+0.0106823124833882i 0.166666666666667+0.00000000000000i -0.131525018723447+0.102366729104601i -0.150825870063970 - 0.0709178023998509i -0.126285691823678+0.108764432690070i -0.158726922625770+0.0508285531127019i -0.124693506353704 - 0.110586198284400i -0.131525018723447 - 0.102366729104601i 0.166666666666667+0.00000000000000i 0.0754665115031077+0.148602097627621i 0.0397936933819988+0.161846346096528i -0.0265520251215964+0.164538043441995i -0.155061149791983+0.0611049719987335i -0.150825870063970+0.0709178023998509i 0.0754665115031077 - 0.148602097627621i 0.166666666666667+0.00000000000000i -6.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.165925853723998+0.0156967781324793i -0.140358703147666 - 0.0898733121036670i -0.156809259519103+0.0564679901080995i 0.0682212742369410 - 0.152064576806256i -0.155104254349082+0.0609954757387234i -0.165925853723998 - 0.0156967781324793i 0.166666666666667+0.00000000000000i 0.131270497243484+0.102692912760454i 0.161430454619094 - 0.0414485958658497i -0.0822395825630434+0.144963543132865i 0.160159429613107 - 0.0461165359039674i -0.140358703147666+0.0898733121036670i 0.131270497243484 - 0.102692912760454i 0.166666666666667+0.00000000000000i 0.101607474052771 - 0.132112448294600i 0.0245465855534544+0.164849152000988i 0.0977301993908694 - 0.135005873593702i -0.156809259519103 - 0.0564679901080995i 0.161430454619094+0.0414485958658497i 0.101607474052771+0.132112448294600i 0.166666666666667+0.00000000000000i -0.115707051092594+0.119956892695808i 0.166596451160371 - 0.00483737930577927i 0.0682212742369410+0.152064576806256i -0.0822395825630434 - 0.144963543132865i 0.0245465855534544 - 0.164849152000988i -0.115707051092594 - 0.119956892695808i 0.166666666666667+0.00000000000000i -0.119139966459421 - 0.116548042325153i -0.155104254349082 - 0.0609954757387234i 0.160159429613107+0.0461165359039674i 0.0977301993908694+0.135005873593702i 0.166596451160371+0.00483737930577927i -0.119139966459421+0.116548042325153i 0.166666666666667+0.00000000000000i -5.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0678161478592774+0.152245682590037i -0.133172353299473 - 0.100214280890790i 0.124360261763676+0.110960817732422i -0.166317461648679 - 0.0107833078653006i -0.139146544345142 - 0.0917388520452666i -0.0678161478592774 - 0.152245682590037i 0.166666666666667+0.00000000000000i -0.0373557335841784+0.162426373924205i 0.0507580292210250 - 0.158749488967289i 0.0578237850252920+0.156314387255705i -0.0271827691454426+0.164435017071679i -0.133172353299473+0.100214280890790i -0.0373557335841784 - 0.162426373924205i 0.166666666666667+0.00000000000000i -0.166087243632695 - 0.0138854341045405i 0.139377175235367 - 0.0913880780035749i 0.166344095108370 - 0.0103643523847588i 0.124360261763676 - 0.110960817732422i 0.0507580292210250+0.158749488967289i -0.166087243632695+0.0138854341045405i 0.166666666666667+0.00000000000000i -0.131278846350564+0.102682239353467i -0.164902312314295+0.0241868801455754i -0.166317461648679+0.0107833078653006i 0.0578237850252920 - 0.156314387255705i 0.139377175235367+0.0913880780035749i -0.131278846350564 - 0.102682239353467i 0.166666666666667+0.00000000000000i 0.144790490024896+0.0825438778839968i -0.139146544345142+0.0917388520452666i -0.0271827691454426 - 0.164435017071679i 0.166344095108370+0.0103643523847588i -0.164902312314295 - 0.0241868801455754i 0.144790490024896 - 0.0825438778839968i 0.166666666666667+0.00000000000000i -4.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.162114632642904+0.0386862205550507i -0.0402628631516926+0.161730268127540i -0.113332586909320+0.122202710780978i -0.0126676176586225+0.166184563785668i 0.137025663297314+0.0948775282967935i -0.162114632642904 - 0.0386862205550507i 0.166666666666667+0.00000000000000i 0.0767035925531859 - 0.147967350004022i 0.138602590289834 - 0.0925586286778610i 0.0508959532238736 - 0.158705323550318i -0.111260472496119 - 0.124092244067541i -0.0402628631516926 - 0.161730268127540i 0.0767035925531859+0.147967350004022i 0.166666666666667+0.00000000000000i 0.145961829707262+0.0804544718849497i 0.164322651695768 - 0.0278539748949594i 0.0589651353666539 - 0.155887429220479i -0.113332586909320 - 0.122202710780978i 0.138602590289834+0.0925586286778610i 0.145961829707262 - 0.0804544718849497i 0.166666666666667+0.00000000000000i 0.130463148382757 - 0.103716655807236i -0.0236110904662979 - 0.164985739337587i -0.0126676176586225 - 0.166184563785668i 0.0508959532238736+0.158705323550318i 0.164322651695768+0.0278539748949594i 0.130463148382757+0.103716655807236i 0.166666666666667+0.00000000000000i 0.0841883516459729 - 0.143840534012189i 0.137025663297314 - 0.0948775282967936i -0.111260472496119+0.124092244067541i 0.0589651353666539+0.155887429220479i -0.0236110904662979+0.164985739337587i 0.0841883516459729+0.143840534012189i 0.166666666666667+0.00000000000000i -3.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0747312694174563 - 0.148973202788399i 0.146736125879792+0.0790334558245273i 0.0680217664368771 - 0.152153925577307i 0.109992098602593+0.125217874214408i 0.0858270557252678 - 0.142868800944466i -0.0747312694174563+0.148973202788399i 0.166666666666667+0.00000000000000i -0.136437863988071+0.0957208809411535i 0.105501027937401+0.129024458464004i -0.161243741535222+0.0421691070986851i 0.0892179481831399+0.140776189392128i 0.146736125879792 - 0.0790334558245273i -0.136437863988071 - 0.0957208809411535i 0.166666666666667+0.00000000000000i -0.0122640004391705 - 0.166214837096469i 0.156217294538989+0.0580855805230218i 0.00781508750788310 - 0.166483339061366i 0.0680217664368771+0.152153925577307i 0.105501027937401 - 0.129024458464004i -0.0122640004391705+0.166214837096469i 0.166666666666667+0.00000000000000i -0.0694232056387207+0.151519623470433i 0.165456941068395+0.0200444114422837i 0.109992098602593 - 0.125217874214408i -0.161243741535222 - 0.0421691070986851i 0.156217294538989 - 0.0580855805230218i -0.0694232056387207 - 0.151519623470433i 0.166666666666667+0.00000000000000i -0.0506965774183416 - 0.158769124252305i 0.0858270557252678+0.142868800944466i 0.0892179481831399 - 0.140776189392128i 0.00781508750788310+0.166483339061366i 0.165456941068395 - 0.0200444114422837i -0.0506965774183416+0.158769124252305i 0.166666666666667+0.00000000000000i -2.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0633465944566961+0.154158965838892i 0.136522923753065 - 0.0955995244114357i 0.0822168872494972+0.144976416112350i -0.0361104787705377 - 0.162707747512958i -0.0806517747772565+0.145852901935671i -0.0633465944566961 - 0.154158965838892i 0.166666666666667+0.00000000000000i -0.140314716617908 - 0.0899419706155806i 0.102847527388938 - 0.131149395300777i -0.136772293417552+0.0952424145592750i 0.165561286776192+0.0191634573808912i 0.136522923753065+0.0955995244114357i -0.140314716617908+0.0899419706155807i 0.166666666666667+0.00000000000000i -0.0158111196122259+0.165914997135237i 0.0637492508425075 - 0.153992892026862i -0.149725704945256+0.0732119597908973i 0.0822168872494972 - 0.144976416112350i 0.102847527388938+0.131149395300777i -0.0158111196122259 - 0.165914997135237i 0.166666666666667+0.00000000000000i -0.159346063618466 - 0.0488529404138330i 0.0870857587733166+0.142105061122585i -0.0361104787705377+0.162707747512958i -0.136772293417552 - 0.0952424145592750i 0.0637492508425075+0.153992892026862i -0.159346063618466+0.0488529404138330i 0.166666666666667+0.00000000000000i -0.124914137647686 - 0.110336920355395i -0.0806517747772565 - 0.145852901935671i 0.165561286776192 - 0.0191634573808912i -0.149725704945256 - 0.0732119597908973i 0.0870857587733165 - 0.142105061122585i -0.124914137647686+0.110336920355395i 0.166666666666667+0.00000000000000i -1.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.166666666666667+0.00000000000000i 0.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.151928377823765+0.0685240526356772i -0.0815814745877421 - 0.145334926228582i 0.0784113606855694+0.147069494774461i 0.0564478131995822 - 0.156816523883049i 0.00117332313496622+0.166662536553956i -0.151928377823765 - 0.0685240526356772i 0.166666666666667+0.00000000000000i 0.0146136177593806+0.166024757050750i -0.0110106781853103 - 0.166302563851786i -0.115930370566904+0.119741082999938i 0.0674527880799615 - 0.152407018073373i -0.0815814745877421+0.145334926228582i 0.0146136177593806 - 0.166024757050750i 0.166666666666667+0.00000000000000i -0.166627491616087 - 0.00361342157912904i 0.109114932551341+0.125982972151374i -0.145905653319936 - 0.0805563039560556i 0.0784113606855694 - 0.147069494774461i -0.0110106781853103+0.166302563851786i -0.166627491616087+0.00361342157912904i 0.166666666666667+0.00000000000000i -0.111820662594379 - 0.123587690304220i 0.147617861474142+0.0773740573550248i 0.0564478131995822+0.156816523883049i -0.115930370566904 - 0.119741082999938i 0.109114932551341 - 0.125982972151374i -0.111820662594379+0.123587690304220i 0.166666666666667+0.00000000000000i -0.156415248712666+0.0575503931170993i 0.00117332313496622 - 0.166662536553956i 0.0674527880799615+0.152407018073373i -0.145905653319936+0.0805563039560556i 0.147617861474142 - 0.0773740573550248i -0.156415248712666 - 0.0575503931170993i 0.166666666666667+0.00000000000000i 1.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.165163734904428+0.0223320050644243i -0.00641382319181656 - 0.166543209557886i -0.0261757931029666+0.164598316009637i -0.147903259669187 - 0.0768271017090109i -0.138374782325844+0.0928988557198262i -0.165163734904428 - 0.0223320050644243i 0.166666666666667+0.00000000000000i -0.0159594768354908+0.165900792273320i 0.0479946130781669 - 0.159606688121942i 0.136275309282311+0.0959521644247188i 0.149574681491628 - 0.0735200138360685i -0.00641382319181656+0.166543209557886i -0.0159594768354908 - 0.165900792273320i 0.166666666666667+0.00000000000000i -0.163469069563201 - 0.0324906305558868i 0.0824619447399620 - 0.144837168736071i -0.0875049732467445 - 0.141847303234374i -0.0261757931029666 - 0.164598316009637i 0.0479946130781669+0.159606688121942i -0.163469069563201+0.0324906305558868i 0.166666666666667+0.00000000000000i -0.0526447586450961+0.158133826757520i 0.113478389301210+0.122067329533257i -0.147903259669187+0.0768271017090110i 0.136275309282311 - 0.0959521644247188i 0.0824619447399620+0.144837168736071i -0.0526447586450961 - 0.158133826757520i 0.166666666666667+0.00000000000000i 0.0799735891498126 - 0.146225862337258i -0.138374782325844 - 0.0928988557198262i 0.149574681491628+0.0735200138360685i -0.0875049732467445+0.141847303234374i 0.113478389301210 - 0.122067329533257i 0.0799735891498126+0.146225862337258i 0.166666666666667+0.00000000000000i 2.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.163234857707389+0.0336475705962015i 0.155603869011575+0.0597094107022206i -0.0868722185553233+0.142235703749283i -0.111031433105462+0.124297218956520i -0.0446164022780938+0.160583792536909i 0.163234857707389 - 0.0336475705962015i 0.166666666666667+0.00000000000000i 0.164454312172105+0.0270657899529597i -0.0563681301083937+0.156845183814681i -0.0836514044055987+0.144153461001631i -0.0112781854877330+0.166284636421655i 0.155603869011575 - 0.0597094107022206i 0.164454312172105 - 0.0270657899529597i 0.166666666666667+0.00000000000000i -0.0301490595908526+0.163917088747833i -0.0591312412637459+0.155824497702981i 0.0158752728291495+0.165908871041840i -0.0868722185553233 - 0.142235703749283i -0.0563681301083937 - 0.156845183814681i -0.0301490595908526 - 0.163917088747833i 0.166666666666667+0.00000000000000i 0.163950296013647+0.0299679531302227i 0.160300047552426 - 0.0456253496695396i -0.111031433105462 - 0.124297218956520i -0.0836514044055987 - 0.144153461001631i -0.0591312412637459 - 0.155824497702981i 0.163950296013647 - 0.0299679531302227i 0.166666666666667+0.00000000000000i 0.149483651440651 - 0.0737049233752245i -0.0446164022780938 - 0.160583792536909i -0.0112781854877330 - 0.166284636421655i 0.0158752728291495 - 0.165908871041840i 0.160300047552426+0.0456253496695396i 0.149483651440651+0.0737049233752245i 0.166666666666667+0.00000000000000i 3.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.156082468963413 - 0.0584469046234531i 0.0592394417350207+0.155783395523082i 0.148383460576238 - 0.0758954966068328i -0.166367313509592+0.00998472700572744i -0.0529467538287648+0.158032968195798i 0.156082468963413+0.0584469046234531i 0.166666666666667+0.00000000000000i 0.000847086395766334+0.166664513986679i 0.165575482389622 - 0.0190404151536090i -0.159303584606293 - 0.0489912819730539i -0.105003587284156+0.129429611894792i 0.0592394417350207 - 0.155783395523082i 0.000847086395766334 - 0.166664513986679i 0.166666666666667+0.00000000000000i -0.0181986287944568 - 0.165670117063336i -0.0498003125936410+0.159052527937639i 0.128894257509809+0.105660059430102i 0.148383460576238+0.0758954966068328i 0.165575482389622+0.0190404151536090i -0.0181986287944568+0.165670117063336i 0.166666666666667+0.00000000000000i -0.152663721119451 - 0.0668697691916177i -0.119102478965173+0.116586351182839i -0.166367313509592 - 0.00998472700572744i -0.159303584606293+0.0489912819730539i -0.0498003125936410 - 0.159052527937639i -0.152663721119451+0.0668697691916177i 0.166666666666667+0.00000000000000i 0.0623191514333109 - 0.154577168891172i -0.0529467538287648 - 0.158032968195798i -0.105003587284156 - 0.129429611894792i 0.128894257509809 - 0.105660059430102i -0.119102478965173 - 0.116586351182839i 0.0623191514333109+0.154577168891172i 0.166666666666667+0.00000000000000i 4.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.164117500856150 - 0.0290383141816040i 0.0893723200151424+0.140678236386759i 0.0913387980750263 - 0.139409475086837i 0.162924484045961+0.0351196565492181i -0.0916912493734199 - 0.139177916948484i -0.164117500856150+0.0290383141816040i 0.166666666666667+0.00000000000000i -0.112515723799883 - 0.122955234437441i -0.0656524748028825+0.153191156174352i -0.166551448624362 - 0.00619618744908975i 0.114537784662210+0.121073835581645i 0.0893723200151424 - 0.140678236386759i -0.112515723799883+0.122955234437441i 0.166666666666667+0.00000000000000i -0.0686923127967614 - 0.151852375484909i 0.117009062833862 - 0.118687223375219i -0.166643781491310+0.00276185952834224i 0.0913387980750263+0.139409475086837i -0.0656524748028825 - 0.153191156174352i -0.0686923127967614+0.151852375484909i 0.166666666666667+0.00000000000000i 0.0599118819899726+0.155526024105927i 0.0661665110022110 - 0.152969835587190i 0.162924484045961 - 0.0351196565492181i -0.166551448624362+0.00619618744908975i 0.117009062833862+0.118687223375219i 0.0599118819899726 - 0.155526024105927i 0.166666666666667+0.00000000000000i -0.118959780828962 - 0.116731950737161i -0.0916912493734199+0.139177916948484i 0.114537784662210 - 0.121073835581645i -0.166643781491310 - 0.00276185952834224i 0.0661665110022110+0.152969835587190i -0.118959780828962+0.116731950737161i 0.166666666666667+0.00000000000000i 5.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.0229439925220285 - 0.165079832156829i -0.140135967455273 - 0.0902202216975353i -0.162602284039809 - 0.0365824411817364i -0.137359557509840+0.0943934835594001i -0.0955737892501289+0.136540941062195i 0.0229439925220285+0.165079832156829i 0.166666666666667+0.00000000000000i 0.0700695627937202 - 0.151221804471692i 0.0138496659665640 - 0.166090230087120i -0.112404222498115 - 0.123057175907674i -0.148397999633637 - 0.0758670645439302i -0.140135967455273+0.0902202216975353i 0.0700695627937202+0.151221804471692i 0.166666666666667+0.00000000000000i 0.156521426028054 - 0.0572609899663133i 0.0643968808040274 - 0.153723191225298i 0.00644742867907120 - 0.166541911965745i -0.162602284039809+0.0365824411817364i 0.0138496659665640+0.166090230087120i 0.156521426028054+0.0572609899663133i 0.166666666666667+0.00000000000000i 0.113291002353279 - 0.122241263751514i 0.0632730928866214 - 0.154189148432498i -0.137359557509840 - 0.0943934835594001i -0.112404222498115+0.123057175907674i 0.0643968808040274+0.153723191225298i 0.113291002353279+0.122241263751514i 0.166666666666667+0.00000000000000i 0.156099290857654 - 0.0584019620519316i -0.0955737892501289 - 0.136540941062195i -0.148397999633637+0.0758670645439302i 0.00644742867907119+0.166541911965745i 0.0632730928866214+0.154189148432498i 0.156099290857654+0.0584019620519316i 0.166666666666667+0.00000000000000i 6.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.0945952660149289+0.137220674190672i -0.00209628654313082 - 0.166653482893418i 0.166397373837593 - 0.00947057325244897i -0.152512995095317+0.0672128269367814i -0.137938423550934 - 0.0935455455169351i 0.0945952660149289 - 0.137220674190672i 0.166666666666667+0.00000000000000i -0.138399612372297 - 0.0928618601632324i 0.0866450723740771 - 0.142374187306087i -0.0312241074914934+0.163715707521109i -0.155308228157091+0.0604742262826291i -0.00209628654313082+0.166653482893418i -0.138399612372297+0.0928618601632324i 0.166666666666667+0.00000000000000i 0.00737692465157889+0.166503329577708i -0.0652892445891377 - 0.153346314982648i 0.0952730965837952 - 0.136750922648122i 0.166397373837593+0.00947057325244897i 0.0866450723740771+0.142374187306087i 0.00737692465157889 - 0.166503329577708i 0.166666666666667+0.00000000000000i -0.156085835165852+0.0584379143908829i -0.132399968933487 - 0.101232534316737i -0.152512995095317 - 0.0672128269367814i -0.0312241074914934 - 0.163715707521109i -0.0652892445891377+0.153346314982648i -0.156085835165852 - 0.0584379143908829i 0.166666666666667+0.00000000000000i 0.0884996493176562+0.141228856288046i -0.137938423550934+0.0935455455169351i -0.155308228157091 - 0.0604742262826291i 0.0952730965837952+0.136750922648122i -0.132399968933487+0.101232534316737i 0.0884996493176563 - 0.141228856288046i 0.166666666666667+0.00000000000000i 7.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i 0.166354936269067+0.0101888643475315i 0.166403095727181 - 0.00936949892941643i -0.166540164293104+0.00649241519034887i 0.166453696563251 - 0.00842286638899825i -0.157843227704231+0.0535097490714372i 0.166354936269067 - 0.0101888643475315i 0.166666666666667+0.00000000000000i 0.165519070986447 - 0.0195247257998983i -0.165831768477341+0.0166614027457251i 0.165627447842852 - 0.0185829572146369i -0.154276779064091+0.0630591247908458i 0.166403095727181+0.00936949892941643i 0.165519070986447+0.0195247257998983i 0.166666666666667+0.00000000000000i -0.166641777470767 - 0.00288023942777305i 0.166663970645833+0.000947980138326324i -0.160601767597155+0.0445516556644883i -0.166540164293104 - 0.00649241519034887i -0.165831768477341 - 0.0166614027457251i -0.166641777470767+0.00288023942777305i 0.166666666666667+0.00000000000000i -0.166655464311171+0.00193235426511393i 0.159807867492717 - 0.0473204317943955i 0.166453696563251+0.00842286638899825i 0.165627447842852+0.0185829572146369i 0.166663970645833 - 0.000947980138326324i -0.166655464311171 - 0.00193235426511393i 0.166666666666667+0.00000000000000i -0.160345765174690+0.0454644187065105i -0.157843227704231 - 0.0535097490714372i -0.154276779064091 - 0.0630591247908458i -0.160601767597155 - 0.0445516556644883i 0.159807867492717+0.0473204317943955i -0.160345765174690 - 0.0454644187065105i 0.166666666666667+0.00000000000000i 8.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.0356365922010201+0.162812195716648i 0.0942188536327712+0.137479399903783i -0.153241546683567 - 0.0655347705253162i 0.157884508143991 - 0.0533878250719012i 0.162193133823263+0.0383557703398967i -0.0356365922010201 - 0.162812195716648i 0.166666666666667+0.00000000000000i 0.114154104597500 - 0.121435654489614i -0.0312531202655851+0.163710171496589i -0.0859119291364713 - 0.142817779739876i 0.00278865971746175 - 0.166643335164530i 0.0942188536327712 - 0.137479399903783i 0.114154104597500+0.121435654489614i 0.166666666666667+0.00000000000000i -0.140687542692547+0.0893576695584139i 0.0452158272638857 - 0.160416042659767i 0.123328676550665 - 0.112106267969455i -0.153241546683567+0.0655347705253162i -0.0312531202655851 - 0.163710171496589i -0.140687542692547 - 0.0893576695584139i 0.166666666666667+0.00000000000000i -0.124174244162560+0.111168947392852i -0.164210179776471+0.0285095534085839i 0.157884508143991+0.0533878250719012i -0.0859119291364713+0.142817779739876i 0.0452158272638857+0.160416042659767i -0.124174244162560 - 0.111168947392852i 0.166666666666667+0.00000000000000i 0.141360312003683+0.0882895235461097i 0.162193133823263 - 0.0383557703398967i 0.00278865971746176+0.166643335164530i 0.123328676550665+0.112106267969455i -0.164210179776471 - 0.0285095534085839i 0.141360312003683 - 0.0882895235461097i 0.166666666666667+0.00000000000000i 9.00000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.138825953842410 - 0.0922232742724029i -0.162970590417676+0.0349050775202122i 0.0737496056181533+0.149461611957535i 0.111052558641063 - 0.124278344843544i -0.144749318042344 - 0.0826160559700973i -0.138825953842410+0.0922232742724029i 0.166666666666667+0.00000000000000i 0.116432922752091 - 0.119252472834669i -0.144133191469181 - 0.0836863244185463i -0.0237337289841559+0.164968142034407i 0.166284512005807 - 0.0112800197148939i -0.162970590417676 - 0.0349050775202122i 0.116432922752091+0.119252472834669i 0.166666666666667+0.00000000000000i -0.0408122857139253 - 0.161592497080102i -0.134617477859851+0.0982645024025982i 0.124236971915197+0.111098841520154i 0.0737496056181533 - 0.149461611957535i -0.144133191469181+0.0836863244185463i -0.0408122857139253+0.161592497080102i 0.166666666666667+0.00000000000000i -0.0623085560943914 - 0.154581440073541i -0.138138804107905+0.0932493891530434i 0.111052558641063+0.124278344843544i -0.0237337289841559 - 0.164968142034407i -0.134617477859851 - 0.0982645024025982i -0.0623085560943914+0.154581440073541i 0.166666666666667+0.00000000000000i -0.0348443726201159 - 0.162983580383081i -0.144749318042344+0.0826160559700973i 0.166284512005807+0.0112800197148939i 0.124236971915197 - 0.111098841520154i -0.138138804107905 - 0.0932493891530434i -0.0348443726201159+0.162983580383081i 0.166666666666667+0.00000000000000i 10.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.166666666641573 - 2.89215662502626e-06i 0.166666666472949+8.03570202784185e-06i -0.166666666223416 - 1.21552605308357e-05i 0.166666666194257+1.25487000539219e-05i -0.166666666365476 - 1.00198332236784e-05i -0.166666666641573+2.89215662502626e-06i 0.166666666666667+0.00000000000000i -0.166666666587298 - 5.14354540496728e-06i 0.166666666409251+9.26310391167106e-06i -0.166666666386920 - 9.65654343520399e-06i 0.166666666514255+7.12767660237013e-06i 0.166666666472949 - 8.03570202784185e-06i -0.166666666587299+5.14354540496728e-06i 0.166666666666667+0.00000000000000i -0.166666666615754 - 4.11955851023677e-06i 0.166666666605565+4.51299803427150e-06i -0.166666666654856 - 1.98413119871219e-06i -0.166666666223416+1.21552605308357e-05i 0.166666666409251 - 9.26310391167106e-06i -0.166666666615754+4.11955851023677e-06i 0.166666666666667+0.00000000000000i -0.166666666666202 - 3.93439524166398e-07i 0.166666666652987 - 2.13542731183876e-06i 0.166666666194257 - 1.25487000539219e-05i -0.166666666386920+9.65654343520399e-06i 0.166666666605565 - 4.51299803427150e-06i -0.166666666666202+3.93439524166398e-07i 0.166666666666667+0.00000000000000i -0.166666666647481+2.52886683596691e-06i -0.166666666365476+1.00198332236784e-05i 0.166666666514255 - 7.12767660237013e-06i -0.166666666654856+1.98413119871219e-06i 0.166666666652987+2.13542731183876e-06i -0.166666666647481 - 2.52886683596691e-06i 0.166666666666667+0.00000000000000i 11.0000000000000+0.00000000000000i
0.166666666666667+0.00000000000000i -0.125893318411823 - 0.109218359981448i -0.165383396250553+0.0206424325700775i 0.136735926586577+0.0952946176774318i 0.164330620942507 - 0.0278069199737733i -0.125716057659550 - 0.109422349747748i -0.125893318411823+0.109218359981448i 0.166666666666667+0.00000000000000i 0.111396791597208 - 0.123969885857921i -0.165732368411327+0.0176227080367914i -0.105906605948740+0.128691758066304i 0.166666447567070+0.000270246463523136i -0.165383396250553 - 0.0206424325700775i 0.111396791597208+0.123969885857921i 0.166666666666667+0.00000000000000i -0.123880435251941 - 0.111496257962173i -0.166509352019846+0.00723971461515187i 0.111195630615837+0.124150350421270i 0.136735926586577 - 0.0952946176774318i -0.165732368411327 - 0.0176227080367914i -0.123880435251941+0.111496257962173i 0.166666666666667+0.00000000000000i 0.118920299480602 - 0.116772171981263i -0.165703575692808 - 0.0178914163887488i 0.164330620942507+0.0278069199737733i -0.105906605948740 - 0.128691758066304i -0.166509352019846 - 0.00723971461515187i 0.118920299480602+0.116772171981263i 0.166666666666667+0.00000000000000i -0.105697795769160 - 0.128863314202758i -0.125716057659550+0.109422349747748i 0.166666447567070 - 0.000270246463523136i 0.111195630615837 - 0.124150350421270i -0.165703575692808+0.0178914163887488i -0.105697795769160+0.128863314202758i 0.166666666666667+0.00000000000000i 12.0000000000000+0.00000000000000i
